zeit;1-A001-SW-HF-099-429;2-A001-SW-HF-099-1672;3-A001-SW-HF-100-449;4-A001-SW-HF-100-612;5-A001-SW-HF-100-1719;6-A001-SW-HF-101-723;8-A001-SW-HF-101-3932;9-A001-SW-HF-102-14;11-A001-SW-HF-102-2141;14-A001-SW-HF-103-764;16-A001-SW-HF-103-2822;17-A001-SW-HF-103-3539;19-A004-NO-HF-011-96;20-A004-NO-HF-011-2225;21-A004-NO-HF-011-3247;22-A004-NO-HF-011-4211;23-A004-NO-HF-011-5316;24-A004-NO-HF-S11-400;25-A004-NO-HF-012-107;26-A004-NO-HF-012-1997;27-A004-NO-HF-012-2663;28-A004-NO-HF-013-989;29-A004-NO-HF-013-2589;30-A004-NO-HF-014-432;31-A004-NO-HF-014-1783;32-A004-NO-HF-015-979;33-A004-NO-HF-015-2176;34-A003-NO-HF-027-1379;35-A003-NO-HF-027-2246;36-A003-NO-HF-026-435;38-A003-NO-HF-026-1600;39-A003-NO-HF-025-852;40-A003-NO-HF-025-1808;41-A003-NO-HF-024-786;42-A003-NO-HF-024-930;44-A003-NO-HF-024-2873;45-A003-NO-HF-024-4199;46-A003-NO-HF-023-476;47-A003-NO-HF-023-1778
26.08.2014 08:29:00+00;33;15;58;54;39;47;49;44;34;34;34;31;47;49;45;44;39;35;39;56;55;69;63;70;46;48;39;89;57;81;83;69;60;65;66;67;64;69;53
26.08.2014 08:30:00+00;32;14;56;50;41;47;46;48;34;34;37;31;44;44;51;47;44;42;34;50;49;66;57;66;47;51;41;90;51;78;86;70;61;71;64;73;63;66;52
26.08.2014 08:31:00+00;30;13;50;47;39;51;45;49;37;36;38;33;43;45;43;51;48;45;35;50;48;62;58;62;49;50;43;82;55;83;89;76;65;69;68;71;62;66;54
26.08.2014 08:32:00+00;25;16;51;45;38;50;46;51;39;38;40;36;42;43;45;42;49;41;32;52;54;61;58;60;47;47;44;80;58;84;86;72;64;75;71;79;64;72;51
26.08.2014 08:33:00+00;30;17;45;45;32;43;49;47;40;40;41;33;45;45;40;46;45;40;33;53;53;60;54;58;44;44;41;80;64;88;80;71;64;73;68;79;65;76;52
26.08.2014 08:34:00+00;30;19;48;43;34;38;45;39;41;41;42;30;43;40;44;42;45;37;33;52;52;63;50;55;41;44;39;77;68;87;78;65;62;79;66;78;68;80;54
26.08.2014 08:35:00+00;34;17;50;38;31;36;39;37;38;40;39;27;43;41;40;46;46;40;34;53;50;64;48;55;39;38;41;77;59;83;77;67;61;79;62;74;71;75;59
26.08.2014 08:36:00+00;32;17;57;45;34;38;36;37;39;37;40;30;40;44;40;42;44;36;31;54;51;67;53;57;38;37;41;76;58;87;76;62;64;77;63;70;69;72;62
26.08.2014 08:37:00+00;32;13;57;45;34;43;35;39;34;37;37;35;45;48;40;42;40;39;32;51;50;65;59;62;38;42;42;77;54;85;71;64;61;73;65;75;68;71;63
26.08.2014 08:38:00+00;31;13;53;49;35;46;42;44;36;35;37;35;47;45;46;44;40;33;29;47;46;65;61;62;45;47;39;70;60;85;74;64;59;75;60;72;64;74;60
26.08.2014 08:39:00+00;29;12;50;43;36;47;43;44;32;36;34;33;44;43;44;47;40;39;29;47;47;60;56;62;47;48;40;70;61;82;76;68;60;77;60;66;69;70;60
26.08.2014 08:40:00+00;27;14;48;43;35;42;45;44;37;33;34;27;42;45;46;46;45;38;30;50;48;56;52;57;46;42;40;75;59;79;80;69;58;69;62;66;67;66;59
26.08.2014 08:41:00+00;27;13;45;41;34;38;45;40;36;36;34;23;44;51;42;45;46;45;29;54;54;56;47;54;40;41;40;79;55;83;72;63;62;67;66;71;62;66;56
26.08.2014 08:42:00+00;26;14;46;41;32;38;46;37;37;36;35;26;49;51;49;43;45;39;32;52;50;56;48;51;39;39;36;78;55;81;78;61;57;71;61;77;58;72;54
26.08.2014 08:43:00+00;27;13;46;40;31;42;40;41;35;38;35;29;48;48;48;50;42;40;33;52;53;67;49;55;39;40;36;74;51;79;81;62;59;77;61;71;67;73;52
26.08.2014 08:44:00+00;27;12;49;40;30;40;41;40;39;37;36;31;46;45;47;49;47;40;34;49;46;68;54;56;40;39;36;75;58;84;86;65;57;75;63;73;70;69;58
26.08.2014 08:45:00+00;24;15;49;40;31;41;42;41;38;40;39;31;42;44;42;48;50;41;28;55;52;71;56;61;42;41;44;73;60;77;80;68;61;69;65;68;62;70;56
26.08.2014 08:46:00+00;27;17;46;41;32;39;40;38;40;39;39;31;43;47;38;43;48;39;30;59;57;61;60;63;43;42;41;75;62;86;78;67;62;73;64;72;60;66;56
26.08.2014 08:47:00+00;28;18;49;39;32;39;40;39;36;40;37;29;41;47;44;42;43;35;33;58;58;61;58;65;44;44;43;78;63;85;75;64;61;68;60;69;59;68;54
26.08.2014 08:48:00+00;34;18;48;41;30;38;37;39;36;34;34;28;47;48;42;46;43;38;37;55;51;61;54;61;45;46;41;80;60;88;77;58;59;66;58;69;62;70;54
26.08.2014 08:49:00+00;32;17;57;37;33;38;38;40;32;36;37;28;47;53;50;46;45;39;34;52;50;63;56;59;47;42;45;83;61;83;81;64;56;67;60;68;62;68;52
26.08.2014 08:50:00+00;33;18;54;45;33;40;38;40;36;36;36;28;54;51;49;49;46;44;32;52;51;59;57;58;45;42;44;82;60;85;86;68;60;69;60;65;64;69;55
26.08.2014 08:51:00+00;30;17;61;45;35;40;41;37;36;38;35;26;50;50;54;52;48;44;34;53;54;56;52;59;44;44;41;81;66;91;88;74;64;71;65;68;63;63;56
26.08.2014 08:52:00+00;32;16;50;51;33;44;41;40;38;38;34;26;49;46;49;52;50;49;36;55;54;54;48;52;44;43;39;79;64;90;85;68;63;65;65;74;59;67;58
26.08.2014 08:53:00+00;33;16;52;41;37;46;43;42;37;37;34;25;46;48;48;50;51;47;34;60;57;63;48;50;43;39;40;77;62;86;86;66;63;71;65;74;60;72;53
26.08.2014 08:54:00+00;33;14;51;43;35;46;46;47;29;36;31;26;48;49;44;47;48;43;38;60;59;64;53;54;40;38;40;75;60;85;82;70;59;74;62;76;61;74;56
26.08.2014 08:55:00+00;32;18;57;43;36;42;46;43;33;30;33;26;52;51;48;47;42;41;39;59;59;70;55;59;39;39;40;80;62;87;80;68;64;77;64;70;63;75;57
26.08.2014 08:56:00+00;31;16;55;48;36;42;43;39;32;34;36;27;53;54;52;51;45;41;39;50;51;66;57;61;41;42;37;78;58;83;81;73;61;73;65;73;64;68;58
26.08.2014 08:57:00+00;31;18;49;47;38;44;39;42;37;33;36;28;53;55;55;55;47;46;34;50;51;67;57;62;44;46;36;76;54;77;82;70;64;70;67;70;61;71;59
26.08.2014 08:58:00+00;29;15;49;40;36;47;42;44;33;35;34;30;52;50;54;56;49;46;35;49;49;61;56;61;48;48;32;75;53;76;83;71;61;74;66;77;65;73;58
26.08.2014 08:59:00+00;33;16;48;40;31;44;44;45;32;33;33;30;46;46;51;54;52;48;35;57;56;63;51;59;45;48;30;74;50;74;79;63;64;72;67;73;64;77;60
26.08.2014 09:00:00+00;31;13;52;37;33;37;41;39;35;34;34;30;47;43;43;51;50;44;38;59;58;63;55;58;46;43;32;79;50;73;75;63;60;76;62;74;68;72;59
26.08.2014 09:01:00+00;32;12;53;44;30;38;35;39;37;37;37;30;42;43;42;46;52;40;39;56;54;66;56;58;43;42;34;78;49;77;72;64;59;74;61;67;69;70;57
26.08.2014 09:02:00+00;27;12;52;44;36;36;32;36;36;36;35;27;45;43;43;44;46;37;37;56;55;64;56;60;42;43;37;84;51;76;73;65;59;72;56;67;68;67;57
26.08.2014 09:03:00+00;25;12;47;45;34;42;34;37;36;36;37;23;42;45;42;44;43;35;37;52;51;65;54;60;46;43;39;75;56;79;75;62;59;68;59;64;62;66;55
26.08.2014 09:04:00+00;28;16;40;43;35;40;41;39;36;35;35;26;43;43;41;43;44;37;34;51;49;66;56;60;45;45;41;75;55;77;80;67;56;66;56;67;58;67;57
26.08.2014 09:05:00+00;31;17;45;35;31;42;39;41;36;37;37;28;43;44;41;44;46;35;33;54;51;65;55;62;45;44;39;72;57;79;75;67;59;67;59;64;58;64;51
26.08.2014 09:06:00+00;32;18;48;35;27;37;42;41;37;36;38;33;46;46;42;43;49;40;34;53;53;61;56;63;43;46;38;79;55;79;80;66;58;64;61;67;57;65;53
26.08.2014 09:07:00+00;32;18;56;36;28;38;36;37;35;39;36;34;48;49;47;46;43;37;32;56;53;63;52;59;44;45;37;82;54;77;71;61;58;67;60;66;61;65;50
26.08.2014 09:08:00+00;32;16;53;45;31;36;38;37;35;35;34;32;49;49;48;47;44;40;33;50;51;60;56;58;42;43;38;81;53;74;81;65;54;67;62;71;59;68;55
26.08.2014 09:09:00+00;31;16;53;46;37;41;37;37;32;35;33;27;49;53;50;50;45;41;34;52;51;64;52;59;42;45;38;82;53;75;83;73;57;73;61;70;62;68;52
26.08.2014 09:10:00+00;32;14;49;42;36;45;43;45;36;31;35;24;52;54;50;51;48;44;32;54;56;64;56;59;44;40;40;80;53;77;82;71;62;69;65;70;64;68;58
26.08.2014 09:11:00+00;37;16;52;40;31;47;46;45;35;34;34;29;51;56;51;50;52;42;35;56;56;62;55;60;40;44;41;80;64;84;77;72;61;69;63;73;62;67;53
26.08.2014 09:12:00+00;36;12;54;44;29;42;44;47;35;35;35;32;52;50;50;52;47;44;34;60;59;64;56;58;41;44;44;79;61;84;74;64;60;67;66;75;65;72;53
26.08.2014 09:13:00+00;32;10;54;45;31;38;41;37;33;34;31;33;50;48;52;50;48;44;37;55;55;61;57;59;39;43;41;75;66;89;75;66;59;74;63;75;61;72;49
26.08.2014 09:14:00+00;25;8;50;47;32;37;38;40;32;33;33;28;45;46;50;55;45;47;37;54;52;69;55;60;40;43;40;77;60;87;73;64;62;74;61;72;67;74;53
26.08.2014 09:15:00+00;26;12;43;42;33;36;38;35;37;32;32;26;44;45;47;51;50;45;36;53;51;65;59;62;42;44;35;80;57;89;73;68;61;76;62;73;65;69;58
26.08.2014 09:16:00+00;26;11;45;38;30;38;41;37;37;36;37;21;44;49;43;48;48;41;36;58;55;63;58;61;42;48;37;75;59;81;74;61;62;72;64;73;69;72;61
26.08.2014 09:17:00+00;29;11;43;36;27;39;39;36;39;37;36;21;49;53;45;44;47;38;36;57;56;62;54;60;47;49;38;78;56;83;80;67;58;73;64;74;66;72;64
26.08.2014 09:18:00+00;28;11;47;36;28;37;38;38;35;36;34;20;54;55;47;45;41;39;36;54;54;63;52;54;46;44;41;74;58;78;82;71;63;75;62;72;69;72;59
26.08.2014 09:19:00+00;31;13;44;38;30;38;34;36;35;34;30;22;56;55;52;49;44;40;34;52;51;64;52;56;42;40;41;82;55;83;80;75;64;73;65;73;64;72;60
26.08.2014 09:20:00+00;31;11;49;39;36;37;35;38;35;34;31;23;53;57;49;54;44;45;31;53;52;61;55;60;41;41;38;73;60;80;77;68;65;74;65;76;66;72;57
26.08.2014 09:21:00+00;28;12;51;40;33;41;35;38;35;36;33;28;57;56;56;54;51;48;31;55;50;53;53;61;42;46;39;77;57;76;77;66;63;74;66;75;62;79;61
26.08.2014 09:22:00+00;31;12;49;44;35;36;43;43;33;35;34;30;54;56;56;57;49;52;32;57;53;58;45;55;46;47;40;74;55;79;77;63;60;78;66;77;71;73;59
26.08.2014 09:23:00+00;33;12;52;44;32;42;41;39;30;33;34;28;56;54;59;57;52;48;32;59;55;61;50;49;44;39;41;80;59;80;77;65;61;76;64;72;68;72;57
26.08.2014 09:24:00+00;33;11;52;43;36;41;43;39;35;35;35;21;52;52;55;60;53;49;36;61;59;66;52;50;41;38;41;82;60;84;78;64;60;76;62;73;69;70;53
26.08.2014 09:25:00+00;28;13;55;44;31;44;37;39;37;37;36;18;50;49;48;55;56;47;40;63;60;65;55;55;39;40;38;81;65;87;79;64;59;74;62;70;64;69;57
26.08.2014 09:26:00+00;28;14;50;45;36;40;40;42;37;39;38;23;47;47;46;51;53;48;39;62;61;66;56;57;40;43;35;80;59;84;80;64;57;70;60;68;64;70;59
26.08.2014 09:27:00+00;29;12;51;46;38;43;38;41;35;37;36;31;45;50;46;48;47;44;41;60;60;68;54;58;40;42;30;76;55;77;85;71;56;68;61;66;65;68;54
26.08.2014 09:28:00+00;29;11;50;45;40;47;43;45;34;35;34;34;47;49;48;47;42;39;37;54;53;73;60;59;40;43;28;80;49;69;82;72;62;69;62;68;61;66;54
26.08.2014 09:29:00+00;29;11;48;41;34;48;43;47;36;35;34;34;46;47;47;53;42;39;34;47;48;72;61;62;38;45;29;77;46;64;82;73;61;70;64;73;64;67;53
26.08.2014 09:30:00+00;30;11;46;43;34;43;47;48;35;34;37;31;46;45;46;50;48;47;28;48;44;64;62;66;43;48;29;71;46;68;83;69;63;68;66;76;62;74;54
26.08.2014 09:31:00+00;30;8;46;40;33;41;45;41;35;35;38;35;42;46;42;49;50;48;28;56;52;54;54;62;48;49;31;72;45;69;84;70;62;72;68;77;61;74;52
26.08.2014 09:32:00+00;30;8;47;39;30;38;43;38;35;37;37;34;46;49;44;43;50;42;33;60;58;56;47;56;50;44;34;73;49;72;74;68;61;76;70;77;64;77;51
26.08.2014 09:33:00+00;28;11;46;41;32;37;38;36;35;37;34;30;50;52;47;45;44;36;37;57;60;64;48;50;49;41;41;81;50;74;73;64;63;80;68;77;66;74;55
26.08.2014 09:34:00+00;30;15;47;43;33;41;37;38;35;38;36;24;53;55;51;48;42;39;35;51;50;68;54;56;41;37;45;80;57;83;77;68;60;76;62;73;70;74;56
26.08.2014 09:35:00+00;31;15;49;41;37;42;40;41;34;37;34;26;52;57;52;53;47;44;30;51;48;63;56;59;36;38;44;86;62;87;83;68;62;73;62;67;67;68;57
26.08.2014 09:36:00+00;31;15;54;43;31;43;42;41;34;37;34;29;53;53;53;54;48;45;29;55;52;58;53;61;38;41;35;80;67;87;85;68;60;70;65;71;65;66;54
26.08.2014 09:37:00+00;31;16;55;44;34;38;41;43;34;37;31;34;53;53;52;56;51;46;31;53;54;56;47;55;43;42;33;73;57;74;83;72;63;68;65;75;61;72;55
26.08.2014 09:38:00+00;33;16;56;48;35;43;39;39;34;33;32;31;52;50;53;54;50;45;33;55;54;62;45;51;44;40;34;73;54;72;84;75;64;73;67;77;65;73;53
26.08.2014 09:39:00+00;30;13;52;46;39;46;41;45;33;36;33;33;52;58;49;55;48;46;35;54;55;65;52;52;41;36;37;81;57;81;82;76;63;75;66;77;65;77;57
26.08.2014 09:40:00+00;27;14;48;43;34;46;45;46;38;33;36;32;55;54;53;50;47;44;37;54;54;65;56;58;36;38;42;85;62;87;84;70;62;81;69;76;70;75;56
26.08.2014 09:41:00+00;24;13;41;40;36;40;46;45;37;38;37;35;50;53;56;53;46;46;36;54;52;69;59;64;40;42;42;79;63;89;87;71;58;78;67;78;70;78;60
26.08.2014 09:42:00+00;27;14;39;38;29;41;42;42;37;36;37;32;51;51;51;55;50;47;36;53;54;66;61;65;44;47;40;76;62;87;88;73;63;78;70;76;72;75;62
26.08.2014 09:43:00+00;30;11;40;34;27;36;44;38;33;35;34;33;47;47;53;52;52;44;34;58;57;64;62;64;49;51;35;77;61;84;85;71;64;78;72;81;70;75;64
26.08.2014 09:44:00+00;30;9;50;34;24;36;36;38;36;30;33;27;48;49;44;53;47;44;37;61;61;63;58;60;48;52;33;74;55;76;80;70;63;78;70;79;70;76;60
26.08.2014 09:45:00+00;28;9;50;41;27;33;36;33;36;36;37;29;46;49;49;47;51;40;39;56;55;65;54;60;48;47;36;78;55;78;77;67;60;80;65;77;73;78;59
26.08.2014 09:46:00+00;24;11;47;43;32;38;30;33;36;38;38;30;52;51;47;50;45;44;36;58;56;72;56;62;45;47;39;82;53;80;79;66;59;78;61;71;70;75;59
26.08.2014 09:47:00+00;27;14;40;40;34;41;35;36;37;39;39;31;50;49;53;46;50;43;36;54;54;66;63;66;45;45;39;83;61;88;82;70;59;78;63;73;70;70;60
26.08.2014 09:48:00+00;27;13;46;36;33;40;40;39;36;36;36;31;48;44;49;52;46;45;34;56;55;65;56;69;50;50;40;88;53;82;82;69;62;73;66;74;68;71;58
26.08.2014 09:49:00+00;36;12;49;36;28;40;40;38;35;34;36;25;41;43;46;47;53;45;35;56;51;63;54;62;51;47;39;88;53;83;82;72;65;74;70;80;69;75;57
26.08.2014 09:50:00+00;33;12;51;44;29;37;40;40;33;35;33;22;44;45;41;43;48;41;32;57;54;64;53;58;50;42;38;87;60;85;86;71;65;77;67;77;71;79;54
26.08.2014 09:51:00+00;32;12;52;45;30;42;40;38;31;33;31;18;46;52;45;42;45;39;33;56;54;63;57;56;45;44;36;82;60;80;91;78;64;80;65;76;69;76;59
26.08.2014 09:52:00+00;25;12;48;44;37;39;39;42;34;33;32;23;50;51;46;47;42;41;33;51;50;62;57;62;47;49;34;83;59;73;88;77;65;76;71;75;71;73;56
26.08.2014 09:53:00+00;25;14;47;40;35;43;40;39;34;33;35;24;49;51;50;48;46;45;32;51;48;58;54;57;51;51;31;76;48;68;84;74;65;76;73;84;64;73;59
26.08.2014 09:54:00+00;27;13;44;41;35;38;43;43;33;34;35;28;53;52;48;51;46;43;29;53;51;56;52;58;52;44;35;78;49;66;84;70;65;79;71;84;70;82;55
26.08.2014 09:55:00+00;27;14;47;40;30;41;43;37;32;33;31;29;51;53;52;51;44;41;34;54;53;59;51;55;45;40;34;72;48;70;81;72;64;85;65;81;74;81;62
26.08.2014 09:56:00+00;31;13;47;44;30;40;37;41;33;33;32;28;54;55;50;55;46;43;35;49;49;64;53;55;39;40;38;82;48;71;78;69;63;84;68;74;77;80;64
26.08.2014 09:57:00+00;32;14;51;41;30;39;38;39;33;34;31;30;54;53;55;52;48;48;34;50;49;65;56;59;37;43;35;80;52;78;75;67;62;78;68;76;70;73;68
26.08.2014 09:58:00+00;30;13;51;44;32;38;36;40;30;33;33;22;51;54;52;56;53;48;32;56;53;61;56;59;42;45;38;81;51;77;80;65;61;76;63;76;67;75;63
26.08.2014 09:59:00+00;30;13;49;44;33;38;39;39;30;29;30;20;48;47;51;53;53;48;36;58;58;57;51;60;46;45;38;75;56;84;82;71;61;78;61;75;69;73;57
26.08.2014 10:00:00+00;28;12;48;42;34;45;41;40;34;28;34;18;42;46;46;51;51;46;40;59;57;64;47;53;46;41;40;78;59;88;78;69;63;76;65;74;68;75;58
26.08.2014 10:01:00+00;30;11;44;41;35;44;40;45;38;30;38;26;44;46;44;47;49;46;40;52;54;71;57;53;45;40;40;80;66;92;77;69;61;74;66;75;66;74;55
26.08.2014 10:02:00+00;27;13;47;39;33;45;44;41;38;35;37;33;46;50;45;46;48;40;36;57;54;71;60;60;45;44;41;81;66;89;72;61;59;72;65;74;65;73;57
26.08.2014 10:03:00+00;29;15;43;41;32;42;42;43;38;34;36;31;49;49;49;47;51;42;33;56;58;60;60;63;45;48;44;80;64;89;77;63;57;75;62;71;70;71;58
26.08.2014 10:04:00+00;27;18;46;38;33;42;44;37;36;36;34;27;48;52;49;51;54;46;33;65;59;60;52;64;50;48;41;83;69;88;80;69;58;75;60;68;67;67;62
26.08.2014 10:05:00+00;27;16;43;38;30;38;41;41;34;34;35;26;49;48;49;52;54;46;39;61;63;62;55;56;49;45;44;86;68;87;86;73;62;69;62;71;65;70;59
26.08.2014 10:06:00+00;32;15;45;38;31;39;38;36;35;36;35;32;48;54;46;50;52;45;40;63;59;66;54;59;45;42;44;91;70;93;84;73;67;71;68;75;62;70;57
26.08.2014 10:07:00+00;33;13;49;39;29;38;35;39;39;37;36;33;52;53;52;48;48;41;41;55;56;67;58;60;43;45;45;90;64;95;87;74;68;70;75;82;66;76;56
26.08.2014 10:08:00+00;38;12;51;42;30;40;37;40;39;40;38;34;53;54;52;51;43;44;37;52;50;67;55;68;44;48;42;84;67;96;83;70;67;76;71;85;67;80;59
26.08.2014 10:09:00+00;30;13;52;42;33;38;39;40;42;42;40;34;53;51;54;54;43;46;31;46;47;66;58;62;50;51;43;79;63;86;86;73;62;82;70;82;69;84;63
26.08.2014 10:10:00+00;33;15;53;43;37;40;39;39;36;44;40;36;50;50;50;55;49;47;29;51;47;62;57;64;52;49;42;78;60;84;82;72;64;81;68;78;76;82;61
26.08.2014 10:11:00+00;29;14;53;42;34;46;40;40;37;37;37;35;51;53;50;51;50;45;33;58;53;60;54;56;49;45;46;86;57;85;89;71;62;81;69;78;75;77;66
26.08.2014 10:12:00+00;31;14;56;42;34;44;42;44;31;36;34;34;53;52;53;50;53;45;37;59;55;58;50;54;47;41;40;86;60;94;82;74;62;75;67;79;73;80;65
26.08.2014 10:13:00+00;29;12;52;43;33;44;45;44;34;32;33;32;52;51;52;57;54;46;38;58;57;63;52;57;40;40;40;79;64;91;87;74;62;81;72;77;70;75;66
26.08.2014 10:14:00+00;30;12;51;48;37;42;47;42;32;34;34;31;50;50;50;55;57;50;37;60;61;63;55;60;39;46;37;78;62;90;87;77;61;77;66;77;72;79;63
26.08.2014 10:15:00+00;30;11;54;47;39;47;45;42;39;33;38;31;48;50;48;53;57;47;39;67;64;67;58;64;44;48;38;75;59;89;83;73;66;83;72;74;72;71;59
26.08.2014 10:16:00+00;27;11;53;46;36;47;42;44;37;37;37;28;44;50;46;47;51;42;42;64;63;67;58;59;50;50;38;81;58;90;81;68;64;74;66;81;70;77;60
26.08.2014 10:17:00+00;27;10;51;43;32;43;45;46;37;38;38;27;48;52;44;47;43;41;38;57;57;68;59;63;52;46;37;84;59;87;77;68;65;83;70;76;67;80;56
26.08.2014 10:18:00+00;28;9;46;43;31;39;41;44;34;37;34;27;54;53;48;47;43;39;33;50;50;62;61;61;48;47;36;89;61;77;86;69;62;78;66;74;72;77;59
26.08.2014 10:19:00+00;30;10;45;45;34;37;43;37;35;32;34;28;53;56;52;49;49;42;28;51;51;62;58;62;47;46;45;95;66;94;85;70;62;79;66;71;70;74;59
26.08.2014 10:20:00+00;30;12;52;40;30;41;37;37;37;33;35;28;53;53;55;52;52;45;34;55;54;60;56;61;50;45;44;91;64;96;93;76;60;75;69;74;73;69;64
26.08.2014 10:21:00+00;32;13;50;40;30;38;42;37;39;37;39;31;48;53;55;54;52;48;36;60;59;63;54;64;46;41;45;87;64;93;91;79;65;73;72;75;67;75;64
26.08.2014 10:22:00+00;29;14;51;41;27;39;37;40;36;39;38;30;52;54;51;55;54;51;38;62;56;62;56;61;44;39;42;88;63;94;88;78;70;75;76;80;70;74;63
26.08.2014 10:23:00+00;29;14;48;45;31;38;37;37;37;38;38;28;51;51;53;51;54;49;36;61;60;63;56;63;42;41;43;83;68;83;85;73;72;75;78;83;65;83;62
26.08.2014 10:24:00+00;28;14;49;40;32;38;34;37;36;37;37;27;47;50;51;53;53;46;38;62;59;63;52;57;44;46;43;83;65;84;82;67;66;82;70;84;71;84;58
26.08.2014 10:25:00+00;30;15;53;45;32;38;36;38;38;38;37;28;46;41;49;52;50;46;41;62;63;66;53;58;46;42;44;85;64;89;82;67;63;86;68;75;74;81;58
26.08.2014 10:26:00+00;30;14;52;45;31;40;37;38;35;36;34;24;43;41;45;50;51;40;42;60;58;71;59;57;45;44;41;85;62;91;84;70;62;81;63;71;75;76;61
26.08.2014 10:27:00+00;32;14;51;48;35;41;38;41;37;34;33;18;44;48;42;47;45;40;36;58;59;71;61;63;47;44;41;87;68;87;91;74;63;78;68;70;68;69;61
26.08.2014 10:28:00+00;32;12;49;43;35;42;38;39;36;34;35;18;47;51;45;44;45;36;35;51;51;69;64;68;47;49;35;78;64;80;92;80;66;70;71;81;64;75;61
26.08.2014 10:29:00+00;34;11;50;43;37;43;42;44;37;37;36;23;49;52;49;48;41;40;31;50;48;66;58;63;50;51;37;78;53;76;90;73;69;77;74;81;65;81;53
26.08.2014 10:30:00+00;32;10;53;42;33;43;43;41;36;36;36;25;50;52;52;49;48;43;33;50;47;63;56;62;48;46;35;74;55;79;81;74;65;80;73;86;73;81;59
26.08.2014 10:31:00+00;31;11;50;45;33;40;40;41;34;36;36;31;50;49;51;52;51;45;33;55;53;58;55;60;45;47;38;76;55;82;78;68;62;83;68;76;74;83;64
26.08.2014 10:32:00+00;30;11;49;43;34;42;40;39;33;34;31;31;51;57;51;50;53;44;34;62;59;57;51;59;48;43;39;80;56;82;77;68;64;83;66;76;78;74;65
26.08.2014 10:33:00+00;30;16;48;41;33;42;40;40;34;35;35;32;55;52;53;51;50;44;38;61;60;59;49;55;49;44;38;81;56;87;82;65;63;76;64;73;68;75;65
26.08.2014 10:34:00+00;30;13;48;40;30;43;41;40;37;36;36;28;52;51;54;53;48;46;37;60;55;60;54;57;50;40;38;85;58;81;87;71;64;76;64;74;69;72;56
26.08.2014 10:35:00+00;27;15;48;38;27;40;41;43;39;37;39;28;49;47;50;53;50;46;36;58;56;59;54;55;46;44;35;79;62;86;89;76;63;71;68;73;64;74;58
26.08.2014 10:36:00+00;26;13;48;40;29;38;40;39;38;38;38;28;49;51;47;51;50;46;36;59;57;61;56;61;43;44;37;84;60;88;89;76;67;74;73;79;69;74;57
26.08.2014 10:37:00+00;27;13;47;42;30;38;38;39;38;37;36;30;50;53;46;49;47;41;39;58;56;64;57;57;45;46;35;78;62;89;81;71;67;76;75;83;65;79;61
26.08.2014 10:38:00+00;28;14;47;43;34;40;36;36;37;37;36;29;52;53;51;50;45;41;39;56;55;67;58;62;42;45;35;77;56;85;86;67;62;82;65;83;73;79;59
26.08.2014 10:39:00+00;28;13;49;44;30;43;38;40;39;38;36;31;51;55;51;53;48;43;37;52;50;64;55;58;46;45;37;76;54;69;85;69;64;83;64;73;73;82;63
26.08.2014 10:40:00+00;27;15;50;43;33;41;44;41;36;39;35;32;55;54;52;52;50;45;32;57;55;64;51;60;47;45;38;79;54;70;87;71;63;80;64;72;76;69;63
26.08.2014 10:41:00+00;32;11;50;45;30;44;42;42;38;35;36;33;56;52;54;54;49;45;34;59;52;61;53;58;50;44;39;83;57;72;83;68;68;72;70;77;67;75;62
26.08.2014 10:42:00+00;31;13;49;42;34;40;43;41;33;33;34;33;54;55;52;55;49;48;35;59;52;64;54;61;46;43;34;79;60;86;83;70;64;74;69;80;66;76;54
26.08.2014 10:43:00+00;31;13;50;39;30;41;38;41;35;31;33;28;54;54;55;55;54;49;32;60;52;63;59;61;45;44;35;80;62;91;82;68;64;78;69;79;68;79;56
26.08.2014 10:44:00+00;31;18;46;41;33;39;41;40;34;35;33;26;55;61;52;54;54;49;35;62;60;67;57;62;41;45;34;80;66;98;84;69;61;82;65;74;70;76;58
26.08.2014 10:45:00+00;32;17;52;42;32;38;38;37;32;37;34;27;60;61;59;54;53;45;38;64;60;68;56;60;42;46;34;76;63;90;88;70;60;79;62;72;72;74;60
26.08.2014 10:46:00+00;37;17;56;47;29;39;38;37;36;35;35;30;59;55;61;58;50;47;44;61;60;71;56;58;44;46;34;73;57;87;83;72;63;74;64;71;67;69;60
26.08.2014 10:47:00+00;34;14;61;49;34;39;40;37;34;35;36;31;54;53;56;61;50;48;36;60;55;70;61;64;50;45;37;73;56;86;78;70;66;69;63;75;65;71;55
26.08.2014 10:48:00+00;35;13;58;48;35;44;39;41;34;34;34;31;49;49;52;58;51;51;31;60;57;67;64;63;50;49;39;81;57;84;76;68;64;72;63;79;64;73;57
26.08.2014 10:49:00+00;32;10;54;48;39;44;43;43;35;35;34;30;50;52;46;55;51;46;31;61;59;62;60;67;52;49;41;86;59;85;75;63;62;75;62;69;67;78;57
26.08.2014 10:50:00+00;31;10;53;45;35;47;41;43;33;35;33;33;49;49;49;49;53;44;34;61;62;62;56;66;50;50;38;86;57;83;85;69;58;77;63;69;69;68;64
26.08.2014 10:51:00+00;30;12;51;46;35;41;45;44;32;34;33;32;48;49;47;49;50;41;38;61;60;64;56;61;52;46;41;81;61;86;87;70;60;71;64;67;64;70;59
